Paradigm.thisRepN,Paradigm.thisTrialN,Paradigm.thisN,Paradigm.thisIndex,first_set.thisRepN,first_set.thisTrialN,first_set.thisN,first_set.thisIndex,new_trial_text.started,new_trial_text.stopped,true_pattern.started,true_pattern.stopped,cross.started,cross.stopped,cue_right.started,cue_right.stopped,cue_left.started,cue_left.stopped,pattern1.started,pattern1.stopped,test_if_button_keyboard.keys,test_if_button_keyboard.started,test_if_button_keyboard.stopped,pattern2.started,pattern2.stopped,button_resp2.keys,pattern3.started,pattern3.stopped,button_resp3.keys,pattern4.started,pattern4.stopped,button_resp4.keys,pattern5.started,pattern5.stopped,button_resp5.keys,cross2.started,cross2.stopped,feedback_string.started,feedback_string.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,15.506735799997841,16.06301320000057,1.011554700005945,1.011554700005945,16.358406899998954,18.51992859999882,None,None,19.359151500000735,21.358951199999865,7.011861400005728,7.011861400005728,None,None,None,8.478145800003404,8.478145800003404,None,9.943192300004739,9.943192300004739,None,11.410280700005387,11.410280700005387,None,11.410280700005387,11.410280700005387,None,21.358951199999865,31.358898399997997,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,1,0,1,0,31.495124599998235,32.07550439999977,1.0042752199951792,1.0042752199951792,32.375821099998575,34.536290899999585,35.376251599998795,37.37565959999847,None,None,7.004108819997782,7.004108819997782,None,None,None,8.469520519996877,8.469520519996877,None,9.938478719996056,9.938478719996056,None,11.405874619995302,11.405874619995302,None,11.405874619995302,11.405874619995302,None,37.37565959999847,47.37591880000036,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,2,0,2,0,47.49204449999888,48.075970300000336,1.0101357200001075,1.0101357200001075,48.37585659999968,50.538777499998105,51.376033199998346,53.378885699999955,None,None,7.0103927199998,7.0103927199998,None,None,None,8.475248319999082,8.475248319999082,None,9.940404720000515,9.940404720000515,None,11.406715619999886,11.406715619999886,None,11.406715619999886,11.406715619999886,None,53.378885699999955,63.36742179999783,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,3,0,3,0,63.48324549999961,64.05969389999882,1.0048937200008368,1.0048937200008368,64.35978700000123,66.52256409999973,None,None,67.35962310000104,69.35978519999844,7.004547520002234,7.004547520002234,None,None,None,8.470975520001957,8.470975520001957,None,9.939381320000393,9.939381320000393,None,11.405804519999947,11.405804519999947,None,11.405804519999947,11.405804519999947,None,69.35978519999844,79.35999129999982,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,4,0,4,0,79.4903779999986,80.07676540000102,1.0123440199968172,1.0123440199968172,80.37687069999811,82.53968579999855,None,None,83.37702229999923,85.37691419999828,7.012299519996304,7.012299519996304,None,None,None,8.476598119996197,8.476598119996197,None,9.942424419994495,9.942424419994495,None,11.409543619996839,11.409543619996839,None,11.409543619996839,11.409543619996839,None,85.37691419999828,95.37713839999924,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,5,0,5,0,95.49272329999803,96.0771261000009,1.0107759199963766,1.0107759199963766,96.37723569999798,98.53904689999763,99.3770113999999,101.37709729999915,None,None,7.01059071999407,7.01059071999407,None,None,None,8.476350219996675,8.476350219996675,None,9.942516219995014,9.942516219995014,None,11.408193619994563,11.408193619994563,None,11.408193619994563,11.408193619994563,None,101.37709729999915,111.3776257999998,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,6,0,6,0,111.49593509999977,112.07747290000043,1.0062842200022715,1.0062842200022715,112.37757359999887,114.54076770000029,115.37760309999794,117.3775084000008,None,None,7.006188920000568,7.006188920000568,None,None,None,8.470829919999233,8.470829919999233,None,9.93549831999917,9.93549831999917,None,11.400537120000081,11.400537120000081,None,11.400537120000081,11.400537120000081,None,117.3775084000008,127.37762490000023,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,7,0,7,0,127.49126179999803,128.07779609999852,1.012286919998587,1.012286919998587,128.3779226000006,130.5404340999994,131.37782900000093,133.37789669999984,None,None,7.012217120001878,7.012217120001878,None,None,None,8.476771120000194,8.476771120000194,None,9.942007519999606,9.942007519999606,None,11.408218020002096,11.408218020002096,None,11.408218020002096,11.408218020002096,None,133.37789669999984,None,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,8,0,8,0,143.47801329999857,144.0619110000007,1.0093251200014492,1.0093251200014492,144.3617363000012,146.52505019999808,None,None,147.3619018999998,149.36173399999825,7.009299720000854,7.009299720000854,None,None,None,8.477826620000997,8.477826620000997,None,9.947349420002865,9.947349420002865,None,11.412660420002794,11.412660420002794,None,11.412660420002794,11.412660420002794,None,149.36173399999825,159.36189139999988,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,9,0,9,0,159.4774112999985,160.06189259999883,1.0118768199972692,1.0118768199972692,160.36201459999938,162.5237133999981,None,None,163.36207219999778,165.36202330000015,7.011858919995575,7.011858919995575,None,None,None,8.476942019995477,8.476942019995477,None,9.941997319994698,9.941997319994698,None,11.407868919995963,11.407868919995963,None,11.407868919995963,11.407868919995963,None,165.36202330000015,175.36226929999975,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.3940896999993,None,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,0,0,0,0,191.4761956000002,192.0626489999995,1.0134980200018617,1.0134980200018617,192.36257439999827,194.52463530000023,None,None,195.36280220000117,197.36223170000085,7.013656620001711,7.013656620001711,None,None,None,8.477679220002756,8.477679220002756,None,9.944710020001367,9.944710020001367,None,11.41180462000193,11.41180462000193,None,11.41180462000193,11.41180462000193,None,197.36223170000085,207.36269900000116,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,1,0,1,0,207.47730840000077,208.06300779999947,1.0077926200028742,1.0077926200028742,208.3630176000006,210.5224632999998,None,None,211.36323690000063,213.36297980000018,7.007791720003297,7.007791720003297,None,None,None,8.472442620004585,8.472442620004585,None,9.950603720004437,9.950603720004437,None,11.417219620005199,11.417219620005199,None,11.417219620005199,11.417219620005199,None,213.36297980000018,223.36309650000112,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,2,0,2,0,223.47767929999827,224.06330309999976,1.0116016200045124,1.0116016200045124,224.3633779999982,226.52632430000085,227.3635796999988,229.36322839999775,None,None,7.011613520004175,7.011613520004175,None,None,None,8.476582120005332,8.476582120005332,None,9.94259802000306,9.94259802000306,None,11.407580520004558,11.407580520004558,None,11.407580520004558,11.407580520004558,None,229.36322839999775,239.36366310000085,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,3,0,3,0,239.4761944999991,240.06373710000116,1.0100725200027227,1.0100725200027227,240.36376219999875,242.52453569999852,243.36391459999868,245.36381899999833,None,None,7.010324620005122,7.010324620005122,None,None,None,8.47735742000441,8.47735742000441,None,9.944430620005733,9.944430620005733,None,11.410644220002723,11.410644220002723,None,11.410644220002723,11.410644220002723,None,245.36381899999833,255.36396700000114,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,4,0,4,0,255.48144669999965,256.064044499999,1.0108167200050957,1.0108167200050957,256.3641370000005,258.52510579999944,259.3642503999981,261.36418760000015,None,None,7.010874820007302,7.010874820007302,None,None,None,8.476442920007685,8.476442920007685,None,9.94252442000652,9.94252442000652,None,11.406895820007776,11.406895820007776,None,11.406895820007776,11.406895820007776,None,261.36418760000015,271.3644201999996,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,5,0,5,0,271.47921789999964,272.06440369999837,1.009908820000419,1.009908820000419,272.3648710999987,274.527793199999,275.36470089999784,277.3642600999992,None,None,7.009292820002884,7.009292820002884,None,None,None,8.475561020000896,8.475561020000896,None,9.942366320003202,9.942366320003202,None,11.408531520002725,11.408531520002725,None,11.408531520002725,11.408531520002725,None,277.3642600999992,287.3648518000009,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,6,0,6,0,287.4811473000009,288.0647394000007,1.0064719200017862,1.0064719200017862,288.36483529999896,290.5263840000007,None,None,291.3650278999994,293.3648409999987,7.0063230199993995,7.0063230199993995,None,None,None,8.489367419999326,8.489367419999326,None,9.954123920000711,9.954123920000711,None,11.420184419999714,11.420184419999714,None,11.420184419999714,11.420184419999714,None,293.3648409999987,303.36486739999964,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,7,0,7,0,303.4795707000012,304.0647907999992,1.0105476199969416,1.0105476199969416,304.36506609999924,306.52623830000084,None,None,307.36526329999833,309.36502459999974,7.010422119998111,7.010422119998111,None,None,None,8.475899919998483,8.475899919998483,None,9.942245019999973,9.942245019999973,None,11.407526219998545,11.407526219998545,None,11.407526219998545,11.407526219998545,None,309.36502459999974,319.36489860000074,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,8,0,8,0,319.4787204999993,320.06517650000023,1.0128152200013574,1.0128152200013574,320.3653176000007,322.5260792000008,323.3655514999991,325.365524599998,None,None,7.012879620000604,7.012879620000604,None,None,None,8.480280420000781,8.480280420000781,None,9.945424520003144,9.945424520003144,None,11.411375420000695,11.411375420000695,None,11.411375420000695,11.411375420000695,None,325.365524599998,335.3656443,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,9,0,9,0,335.4813762999984,336.0653676000002,1.0097930200026894,1.0097930200026894,336.36545280000064,338.5275546999983,None,None,339.36581060000026,341.36576950000017,7.010071320004499,7.010071320004499,None,None,None,8.473770720003813,8.473770720003813,None,9.940404220003984,9.940404220003984,None,11.405618420001701,11.405618420001701,None,11.405618420001701,11.405618420001701,None,341.36576950000017,351.36603289999766,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.3935382999989,None,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,0,0,0,0,367.47952579999765,368.06638069999826,1.014201720001438,1.014201720001438,368.3664069000006,370.5280926999985,None,None,371.3665012999991,373.3665070999996,7.014316320000944,7.014316320000944,None,None,None,8.479739620001055,8.479739620001055,None,9.945691020002414,9.945691020002414,None,11.413022619999538,11.413022619999538,None,11.413022619999538,11.413022619999538,None,373.3665070999996,383.36674140000105,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,1,0,1,0,383.48391210000045,384.0667030000004,1.0076380200007407,1.0076380200007407,384.3665755000002,386.52748900000006,387.36686270000064,389.36688199999844,None,None,7.007948620001116,7.007948620001116,None,None,None,8.472412820003228,8.472412820003228,None,9.937213520002842,9.937213520002842,None,11.402507220002008,11.402507220002008,None,11.402507220002008,11.402507220002008,None,389.36688199999844,399.3671059999979,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,2,0,2,0,399.48464089999834,400.06753860000026,1.0083485200011637,1.0083485200011637,400.3673816999981,402.52781529999993,403.36723920000077,405.3670906999978,None,None,7.008005619998585,7.008005619998585,None,None,None,8.475625120001496,8.475625120001496,None,9.940688919999957,9.940688919999957,None,11.406629519999115,11.406629519999115,None,11.406629519999115,11.406629519999115,None,405.3670906999978,415.3672028000001,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,3,0,3,0,415.48182689999885,416.06722499999887,1.010292719998688,1.010292719998688,416.3675074999992,418.52942429999894,None,None,419.36754160000055,421.3674150000006,7.010174319999351,7.010174319999351,None,None,None,8.474147619999712,8.474147619999712,None,9.94094652000058,9.94094652000058,None,11.407134720000613,11.407134720000613,None,11.407134720000613,11.407134720000613,None,421.3674150000006,431.3673028999983,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,4,0,4,0,431.4837517999986,432.06769039999926,1.0131129199980933,1.0131129199980933,432.36791319999975,434.52973669999847,None,None,435.3679024000012,437.36786389999907,7.012943619996804,7.012943619996804,None,None,None,8.478029519996198,8.478029519996198,None,9.94417281999631,9.94417281999631,None,11.409924319996207,11.409924319996207,None,11.409924319996207,11.409924319996207,None,437.36786389999907,447.36804049999773,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,5,0,5,0,447.4837597000005,448.0680895999976,1.010661419993994,1.010661419993994,448.3680815000007,450.5310771000004,451.36833000000115,453.3681911999993,None,None,7.010796519996802,7.010796519996802,None,None,None,8.475928019994171,8.475928019994171,None,9.939294319996407,9.939294319996407,None,11.404448419994878,11.404448419994878,None,11.404448419994878,11.404448419994878,None,453.3681911999993,463.3684080999992,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,6,0,6,0,463.4821426999988,464.0684325000002,1.011164319999807,1.011164319999807,464.3685560999984,466.53002379999816,467.3687181999994,469.368557400001,None,None,7.0110963199986145,7.0110963199986145,None,None,None,8.47607022000011,8.47607022000011,None,9.941619619999983,9.941619619999983,None,11.406705220000731,11.406705220000731,None,11.406705220000731,11.406705220000731,None,469.368557400001,479.36985490000006,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,7,0,7,0,479.48404540000047,480.0687805999987,1.010579220001091,1.010579220001091,480.3688661999986,482.5312726999982,None,None,483.3690287999998,485.36886439999944,7.010597020002024,7.010597020002024,None,None,None,8.476626420000684,8.476626420000684,None,9.941871220002213,9.941871220002213,None,11.408832820001408,11.408832820001408,None,11.408832820001408,11.408832820001408,None,485.36886439999944,495.3691153,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,8,0,8,0,495.4836680999979,496.0691368000007,1.0116616200029966,1.0116616200029966,496.36944289999883,498.53210079999917,None,None,499.3693311999996,501.36936330000026,7.0113938200011034,7.0113938200011034,None,None,None,8.476417120000406,8.476417120000406,None,9.942291120001755,9.942291120001755,None,11.407574820001173,11.407574820001173,None,11.407574820001173,11.407574820001173,None,501.36936330000026,511.3695430999978,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,9,0,9,0,511.4879226000012,512.0695931000009,1.009508420000202,1.009508420000202,512.3695939999998,514.5320527000003,515.3692673000005,517.3697016999977,None,None,7.009524220000458,7.009524220000458,None,None,None,8.474472319998313,8.474472319998313,None,9.940426519999164,9.940426519999164,None,11.407260719999613,11.407260719999613,None,11.407260719999613,11.407260719999613,None,517.3697016999977,527.3699228000005,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.4006522999989,None,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
3,0,3,0,0,0,0,0,543.4828586000003,544.0701928999988,1.0135023199982243,1.0135023199982243,544.3703650999996,546.5306286999985,547.3705453000002,549.3702545999986,None,None,7.0133071199998085,7.0133071199998085,None,None,None,8.479154820000986,8.479154820000986,None,9.945746620000136,9.945746620000136,None,11.412556420000328,11.412556420000328,None,11.412556420000328,11.412556420000328,None,549.3702545999986,559.370684999998,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
3,0,3,0,1,0,1,0,559.4875648999987,560.0704846000008,1.0058617199974833,1.0058617199974833,560.3704859999998,562.532458499998,None,None,563.3704799000006,565.3702759000007,7.005990619996737,7.005990619996737,None,None,None,8.470644719996926,8.470644719996926,None,9.940299219997542,9.940299219997542,None,11.407778319997306,11.407778319997306,None,11.407778319997306,11.407778319997306,None,565.3702759000007,575.3707810999986,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
3,0,3,0,2,0,2,0,575.4859856000003,576.0707445999979,1.0097795199981192,1.0097795199981192,576.3723499999978,578.5337923000006,579.3707637999978,581.3707477999997,None,None,7.007985019998159,7.007985019998159,None,None,None,8.473167619999003,8.473167619999003,None,9.938234319997719,9.938234319997719,None,11.40448281999852,11.40448281999852,None,11.40448281999852,11.40448281999852,None,581.3707477999997,591.3710025,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
3,0,3,0,3,0,3,0,591.4870306000012,592.070863500001,1.0093188200007717,1.0093188200007717,592.3711385999995,594.5344899000011,595.3711178000012,597.3712678000011,None,None,7.009394920001796,7.009394920001796,None,None,None,8.475718620000407,8.475718620000407,None,9.9406656200008,9.9406656200008,None,11.404900220000854,11.404900220000854,None,11.404900220000854,11.404900220000854,None,597.3712678000011,607.3715243999977,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
3,0,3,0,4,0,4,0,607.4868081999994,608.0741196999988,1.0104837200015027,1.0104837200015027,608.3716000999993,610.5341575999992,None,None,611.3715969000004,613.3741986999994,7.010455220002768,7.010455220002768,None,None,None,8.475043620001088,8.475043620001088,None,9.942328120003367,9.942328120003367,None,11.408478020002804,11.408478020002804,None,11.408478020002804,11.408478020002804,None,613.3741986999994,623.3718788999977,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
3,0,3,0,5,0,5,0,623.4884256000005,624.0718482999982,1.0097715200026869,1.0097715200026869,624.3719128000012,626.5344377000001,None,None,627.3719333999979,629.3719020999997,7.00973212000099,7.00973212000099,None,None,None,8.475762520003627,8.475762520003627,None,9.94305562000227,9.94305562000227,None,11.409045620002871,11.409045620002871,None,11.409045620002871,11.409045620002871,None,629.3719020999997,639.3722024999988,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
3,0,3,0,6,0,6,0,639.4879690999987,640.0717758999999,1.0108825199968123,1.0108825199968123,640.3722603999995,642.5342299000004,643.3722696000004,645.3723165999982,None,None,7.010942419998173,7.010942419998173,None,None,None,8.476052819994948,8.476052819994948,None,9.943206319996534,9.943206319996534,None,11.409111219996703,11.409111219996703,None,11.409111219996703,11.409111219996703,None,645.3723165999982,655.3720886999981,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
3,0,3,0,7,0,7,0,655.486740100001,656.0725090999986,1.012944920003065,1.012944920003065,656.3726628000004,658.5346585000007,None,None,659.3757329,661.3726379,7.012927720003063,7.012927720003063,None,None,None,8.478218520001974,8.478218520001974,None,9.945018520003941,9.945018520003941,None,11.41211492000366,11.41211492000366,None,11.41211492000366,11.41211492000366,None,661.3726379,671.3729117000003,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
3,0,3,0,8,0,8,0,671.4885914999977,672.0728486999978,1.010205919996224,1.010205919996224,672.3728675999992,674.5344775999984,None,None,675.3730538999989,677.3729915000004,7.0102937199990265,7.0102937199990265,None,None,None,8.475364719997742,8.475364719997742,None,9.942200219997176,9.942200219997176,None,11.408450719998655,11.408450719998655,None,11.408450719998655,11.408450719998655,None,677.3729915000004,687.3732186999987,,,1234,001,2022_Feb_11_1519,Braille_Stim_Final,2021.2.3,60.206290834399624,
